Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
2018-19-1130,Los Angeles Lakers,Dallas Mavericks,221,4.5,-180,150,217,11
2018-19-1130,Portland Trail Blazers,Denver Nuggets,214.5,2.5115,-125,105,225,-1
2018-19-1201,New York Knicks,Milwaukee Bucks,231,9,325,-425,270,2
2018-19-1201,Detroit Pistons,Golden State Warriors,226.5,4,175,-210,213,9
2018-19-1201,Washington Wizards,Brooklyn Nets,226,4.5,-275,225,190,14
2018-19-1201,Minnesota Timberwolves,Boston Celtics,213.5,1.5,-125,105,227,-9
2018-19-1201,Houston Rockets,Chicago Bulls,220,11.5,-1600,900,226,16
2018-19-1201,Cleveland Cavaliers,Toronto Raptors,217.5,13.5,750,-1200,201,-11
2018-19-1201,Sacramento Kings,Indiana Pacers,222.5,0,105,-125,221,1
2018-19-1202,Los Angeles Lakers,Phoenix Suns,224.5,11,-900,600,216,24
2018-19-1202,Charlotte Bobcats,New Orleans Pelicans,235,1.5,-150,130,228,-10
2018-19-1202,Philadelphia 76ers,Memphis Grizzlies,212.5,5.5,-275,225,198,8
2018-19-1202,Miami Heat,Utah Jazz,210.5,3.5,150,-180,202,2
2018-19-1202,San Antonio Spurs,Portland Trail Blazers,217,1,-110,-110,249,13
2018-19-1202,Dallas Mavericks,Los Angeles Clippers,224,1,140,-160,224,4
2018-19-1203,Detroit Pistons,Oklahoma City Thunder,220,1.5,115,-135,193,-27
2018-19-1203,New York Knicks,Washington Wizards,227.5,2,110,-130,217,-3
2018-19-1203,Atlanta Hawks,Golden State Warriors,232,10.5,550,-800,239,-17
2018-19-1203,Toronto Raptors,Denver Nuggets,218,6.5,-300,240,209,-3
2018-19-1203,Brooklyn Nets,Cleveland Cavaliers,212,6,-260,210,196,-2
2018-19-1203,Minnesota Timberwolves,Houston Rockets,221.5,1.5,120,-140,194,12
2018-19-1203,New Orleans Pelicans,Los Angeles Clippers,238.5,3,-125,105,255,-3
2018-19-1204,Indiana Pacers,Chicago Bulls,208.5,9,-420,320,186,6
2018-19-1204,Miami Heat,Orlando Magic,207.5,1.5,-145,125,195,-15
2018-19-1204,Dallas Mavericks,Portland Trail Blazers,219,0,-125,105,213,9
2018-19-1204,Phoenix Suns,Sacramento Kings,226,6,190,-240,227,-17
2018-19-1204,Utah Jazz,San Antonio Spurs,214.5,5.5,-350,275,244,34
2018-19-1205,Cleveland Cavaliers,Golden State Warriors,222.5,11,575,-850,234,-24
2018-19-1205,Orlando Magic,Denver Nuggets,208.5,4.5,170,-200,242,-6
2018-19-1205,Atlanta Hawks,Washington Wizards,231.5,5.5,140,-160,248,-14
2018-19-1205,Brooklyn Nets,Oklahoma City Thunder,216.5,7,220,-270,226,-2
2018-19-1205,Minnesota Timberwolves,Charlotte Bobcats,218.5,3.5,-200,170,225,17
2018-19-1205,Toronto Raptors,Philadelphia 76ers,229,6,-270,220,215,11
2018-19-1205,Milwaukee Bucks,Detroit Pistons,228,8,-330,260,207,23
2018-19-1205,New Orleans Pelicans,Dallas Mavericks,228.5,6,-220,180,238,26
2018-19-1205,Memphis Grizzlies,Los Angeles Clippers,212.5,0,-130,110,182,10
2018-19-1205,Los Angeles Lakers,San Antonio Spurs,221,7,-400,300,234,8
2018-19-1206,Boston Celtics,New York Knicks,218.5,12.5,-1500,850,228,28
2018-19-1206,Portland Trail Blazers,Phoenix Suns,215,14,-1400,800,194,22
2018-19-1206,Utah Jazz,Houston Rockets,218,1.5,-125,105,209,27
2018-19-1207,Detroit Pistons,Philadelphia 76ers,219.5,1.5,-135,115,228,-6
2018-19-1207,Orlando Magic,Indiana Pacers,206,1.5,-170,145,202,-22
2018-19-1207,Charlotte Bobcats,Denver Nuggets,218,1.5,-120,100,220,6
2018-19-1207,Cleveland Cavaliers,Sacramento Kings,221.5,3.5,135,-155,239,-19
2018-19-1207,Brooklyn Nets,Toronto Raptors,223,9.5,320,-420,211,1
2018-19-1207,New Orleans Pelicans,Memphis Grizzlies,217,4.5,-240,190,210,-4
2018-19-1207,Chicago Bulls,Oklahoma City Thunder,216.5,9.5,375,-500,226,2
2018-19-1207,San Antonio Spurs,Los Angeles Lakers,225.5,1,100,-120,253,13
2018-19-1207,Phoenix Suns,Miami Heat,210,8,320,-420,213,-17
2018-19-1207,Milwaukee Bucks,Golden State Warriors,239.5,1.5,-130,110,200,-10
2018-19-1208,Dallas Mavericks,Houston Rockets,218,3,146,-169,211,3
2018-19-1208,Indiana Pacers,Sacramento Kings,222,3,-205,172,204,10
2018-19-1208,Atlanta Hawks,Denver Nuggets,223.5,8.5,192,-230,204,8
2018-19-1208,Cleveland Cavaliers,Washington Wizards,219,5.5,281,-350,217,15
2018-19-1208,New York Knicks,Brooklyn Nets,219,2,-125,105,216,-8
2018-19-1208,Chicago Bulls,Boston Celtics,216.5,7.5,278,-345,210,-56
2018-19-1208,Memphis Grizzlies,Los Angeles Lakers,207.5,2.5,-140,120,199,-23
2018-19-1208,Portland Trail Blazers,Minnesota Timberwolves,218,1.5,-165,144,218,8
2018-19-1208,Los Angeles Clippers,Miami Heat,220.5,6.5,-570,428,219,-23
2018-19-1209,Detroit Pistons,New Orleans Pelicans,228,1,120,-140,224,-8
2018-19-1209,Toronto Raptors,Milwaukee Bucks,231,5.5,-210,175,203,-5
2018-19-1209,San Antonio Spurs,Utah Jazz,218,2.5,150,-180,207,13
2018-19-1209,New York Knicks,Charlotte Bobcats,225,5.5,200,-250,226,-12
2018-19-1210,Indiana Pacers,Washington Wizards,216,7,-250,200,210,8
2018-19-1210,Philadelphia 76ers,Detroit Pistons,219.5,8,-900,600,218,14
2018-19-1210,Boston Celtics,New Orleans Pelicans,230.5,6,-140,120,213,13
2018-19-1210,Milwaukee Bucks,Cleveland Cavaliers,223,14,-600,425,200,16
2018-19-1210,Oklahoma City Thunder,Utah Jazz,218.5,5,-220,180,235,9
2018-19-1210,Chicago Bulls,Sacramento Kings,225,1.5,110,-130,197,-19
2018-19-1210,Dallas Mavericks,Orlando Magic,211.5,5.5,-190,160,177,25
2018-19-1210,Phoenix Suns,Los Angeles Clippers,220,11,425,-600,242,-4
2018-19-1210,Denver Nuggets,Memphis Grizzlies,200,1.5,-160,140,204,6
2018-19-1210,Golden State Warriors,Minnesota Timberwolves,226,10,-600,425,224,8
2018-19-1210,Los Angeles Lakers,Miami Heat,218,5,-220,180,213,3
2018-19-1211,Houston Rockets,Portland Trail Blazers,219.5,6,-275,225,215,7
2018-19-1211,San Antonio Spurs,Phoenix Suns,218,12.5,-1300,775,197,25
2018-19-1211,Los Angeles Clippers,Toronto Raptors,224.5,4,140,-160,222,-24
2018-19-1212,Philadelphia 76ers,Brooklyn Nets,221,8.5,-260,210,251,-3
2018-19-1212,Washington Wizards,Boston Celtics,223.5,5,150,-180,255,-5
2018-19-1212,Cleveland Cavaliers,New York Knicks,214,1.5,-105,-115,219,7
2018-19-1212,Charlotte Bobcats,Detroit Pistons,219.5,5,-230,185,215,1
2018-19-1212,Indiana Pacers,Milwaukee Bucks,219,2,110,-130,210,16
2018-19-1212,Memphis Grizzlies,Portland Trail Blazers,205.5,3,-170,145,175,9
2018-19-1212,New Orleans Pelicans,Oklahoma City Thunder,232,1,120,-140,232,4
2018-19-1212,Dallas Mavericks,Atlanta Hawks,223,10,-550,400,221,7
2018-19-1212,Utah Jazz,Miami Heat,209.5,5.5,-425,325,195,27
2018-19-1212,Sacramento Kings,Minnesota Timberwolves,228,2,130,-150,271,11
2018-19-1212,Golden State Warriors,Toronto Raptors,228,7,-350,275,206,-20
2018-19-1213,Houston Rockets,Los Angeles Lakers,221.5,5.5,-250,200,237,15
2018-19-1213,San Antonio Spurs,Los Angeles Clippers,225.5,2,-150,130,212,38
2018-19-1213,Orlando Magic,Chicago Bulls,207.5,4,-240,190,188,6
2018-19-1213,Phoenix Suns,Dallas Mavericks,211,7.5,210,-260,188,10
2018-19-1214,Boston Celtics,Atlanta Hawks,224.5,13.5,-1000,650,237,21
2018-19-1214,Charlotte Bobcats,New York Knicks,224.5,10.5,-600,425,250,-2
2018-19-1214,Cleveland Cavaliers,Milwaukee Bucks,218.5,10.5,400,-550,216,-12
2018-19-1214,Philadelphia 76ers,Indiana Pacers,217.5,5,-150,130,214,-12
2018-19-1214,Brooklyn Nets,Washington Wizards,228.5,0,-150,130,243,7
2018-19-1214,Memphis Grizzlies,Miami Heat,197,5,-190,160,197,-3
2018-19-1214,Portland Trail Blazers,Toronto Raptors,216,3,105,-125,250,6
2018-19-1214,Sacramento Kings,Golden State Warriors,236.5,8.5,285,-370,255,-5
2018-19-1214,Denver Nuggets,Oklahoma City Thunder,216.5,1,110,-130,207,11
2018-19-1215,Orlando Magic,Utah Jazz,206.5,5,210,-260,185,7
2018-19-1215,Charlotte Bobcats,Los Angeles Lakers,228.5,0,100,-120,228,-28
2018-19-1215,Detroit Pistons,Boston Celtics,211,2.5,110,-130,217,9
2018-19-1215,Memphis Grizzlies,Houston Rockets,203,3,170,-200,202,-8
2018-19-1215,San Antonio Spurs,Chicago Bulls,210,13,-700,500,191,-5
2018-19-1215,Phoenix Suns,Minnesota Timberwolves,213,10,275,-350,206,8
2018-19-1215,Oklahoma City Thunder,Los Angeles Clippers,227,6,-275,225,214,6
2018-19-1216,Brooklyn Nets,Atlanta Hawks,227,8,-310,250,271,17
2018-19-1216,Cleveland Cavaliers,Philadelphia 76ers,218,8,375,-500,233,-23
2018-19-1216,Indiana Pacers,New York Knicks,213.5,10,-1000,650,209,11
2018-19-1216,Washington Wizards,Los Angeles Lakers,232,0,135,-155,238,18
2018-19-1216,Dallas Mavericks,Sacramento Kings,228,4,-190,160,233,-7
2018-19-1216,New Orleans Pelicans,Miami Heat,221,7,-250,200,198,-6
2018-19-1216,Denver Nuggets,Toronto Raptors,209.5,3,-165,142,181,9
2018-19-1217,Detroit Pistons,Milwaukee Bucks,217.5,4,130,-150,211,-3
2018-19-1217,New York Knicks,Phoenix Suns,218,2,105,-125,238,-18
2018-19-1217,Minnesota Timberwolves,Sacramento Kings,233,6.5,-360,280,237,27
2018-19-1217,Oklahoma City Thunder,Chicago Bulls,212.5,14,-1200,750,217,25
2018-19-1217,Houston Rockets,Utah Jazz,212.5,6,-220,180,199,5
2018-19-1217,San Antonio Spurs,Philadelphia 76ers,225.5,1,-120,100,219,27
2018-19-1217,Golden State Warriors,Memphis Grizzlies,209,11,-1300,775,203,17
2018-19-1217,Los Angeles Clippers,Portland Trail Blazers,217,2,-120,100,258,-4
2018-19-1218,Indiana Pacers,Cleveland Cavaliers,208,12,-1200,750,183,-1
2018-19-1218,Brooklyn Nets,Los Angeles Lakers,229.5,2.5,100,-120,225,5
2018-19-1218,Atlanta Hawks,Washington Wizards,235,4.5,140,-160,228,8
2018-19-1218,Denver Nuggets,Dallas Mavericks,206.5,3.5,-200,170,244,8
2018-19-1219,Philadelphia 76ers,New York Knicks,228,13,-1200,750,240,22
2018-19-1219,Orlando Magic,San Antonio Spurs,207,1,135,-155,219,-39
2018-19-1219,Charlotte Bobcats,Cleveland Cavaliers,220,12,-1500,850,209,11
2018-19-1219,Boston Celtics,Phoenix Suns,220,12,-1100,700,214,-8
2018-19-1219,Toronto Raptors,Indiana Pacers,211,8.5,-185,155,195,3
2018-19-1219,Minnesota Timberwolves,Detroit Pistons,220,5.5,-250,200,252,-6
2018-19-1219,Houston Rockets,Washington Wizards,224.5,10.5,-900,600,254,18
2018-19-1219,Chicago Bulls,Brooklyn Nets,215.5,3.5,105,-125,189,-3
2018-19-1219,Milwaukee Bucks,New Orleans Pelicans,232.5,6,-450,350,238,8
2018-19-1219,Utah Jazz,Golden State Warriors,218,3,110,-130,211,5
2018-19-1219,Portland Trail Blazers,Memphis Grizzlies,201.5,6,-260,210,191,7
2018-19-1219,Sacramento Kings,Oklahoma City Thunder,235.5,3.5,170,-200,245,-19
2018-19-1220,Miami Heat,Houston Rockets,208.5,3.5,130,-150,200,2
2018-19-1220,Los Angeles Clippers,Dallas Mavericks,219,3,-155,135,246,4
2018-19-1221,Charlotte Bobcats,Detroit Pistons,216,3.5,-180,150,184,12
2018-19-1221,Toronto Raptors,Cleveland Cavaliers,206,12,-900,600,236,16
2018-19-1221,Brooklyn Nets,Indiana Pacers,211,1.5,125,-145,220,-8
2018-19-1221,New York Knicks,Atlanta Hawks,228,3,-140,120,221,-7
2018-19-1221,Boston Celtics,Milwaukee Bucks,224.5,2.5,105,-125,227,-13
2018-19-1221,Chicago Bulls,Orlando Magic,204.5,3.5,140,-160,170,10
2018-19-1221,San Antonio Spurs,Minnesota Timberwolves,223,2.5,-180,150,222,26
2018-19-1221,Sacramento Kings,Memphis Grizzlies,212,0,-125,105,201,3
2018-19-1221,Portland Trail Blazers,Utah Jazz,210.5,2,-120,100,210,-30
2018-19-1221,Los Angeles Lakers,New Orleans Pelicans,234,4.5,-220,180,216,8
2018-19-1222,Los Angeles Clippers,Denver Nuggets,219.5,1.5,-140,120,243,21
2018-19-1222,Washington Wizards,Phoenix Suns,227.5,5.5,-190,160,295,3
2018-19-1222,Philadelphia 76ers,Toronto Raptors,220,4.5,-420,320,227,25
2018-19-1222,Houston Rockets,San Antonio Spurs,215.5,6,-190,160,209,7
2018-19-1222,Miami Heat,Milwaukee Bucks,215.5,3.5,105,-125,181,7
2018-19-1222,Golden State Warriors,Dallas Mavericks,226,11,-900,600,236,4
2018-19-1222,Utah Jazz,Oklahoma City Thunder,219,0,-125,105,213,-1
2018-19-1223,Detroit Pistons,Atlanta Hawks,223.5,9.5,-500,375,193,-3
2018-19-1223,Indiana Pacers,Washington Wizards,216.5,9,-700,500,194,16
2018-19-1223,Orlando Magic,Miami Heat,203,2.5,-140,120,206,-24
2018-19-1223,Brooklyn Nets,Phoenix Suns,220.5,7,-450,350,214,8
2018-19-1223,Sacramento Kings,New Orleans Pelicans,239,1,-105,-115,239,5
2018-19-1223,Cleveland Cavaliers,Chicago Bulls,201,2,-115,-105,204,-20
2018-19-1223,Boston Celtics,Charlotte Bobcats,222,6.5,-350,275,222,16
2018-19-1223,Oklahoma City Thunder,Minnesota Timberwolves,224,7.5,-300,240,226,-2
2018-19-1223,Golden State Warriors,Los Angeles Clippers,233,10,-700,500,256,2
2018-19-1223,Portland Trail Blazers,Dallas Mavericks,215.5,6.5,-350,275,239,3
2018-19-1223,Los Angeles Lakers,Memphis Grizzlies,207.5,6,-220,180,206,-8
2018-19-1225,New York Knicks,Milwaukee Bucks,228,10.5,425,-600,204,-14
2018-19-1225,Houston Rockets,Oklahoma City Thunder,220.5,1.5,100,-120,222,4
2018-19-1225,Boston Celtics,Philadelphia 76ers,222.5,4,-210,175,235,7
2018-19-1225,Golden State Warriors,Los Angeles Lakers,234.5,8,-500,375,228,-26
2018-19-1225,Utah Jazz,Portland Trail Blazers,214.5,5,-300,240,213,21
2018-19-1226,Orlando Magic,Phoenix Suns,208.5,4.5,-230,185,242,-2
2018-19-1226,Detroit Pistons,Washington Wizards,221.5,4.5,-190,160,201,11
2018-19-1226,Atlanta Hawks,Indiana Pacers,217.5,8.5,230,-280,250,-8
2018-19-1226,Miami Heat,Toronto Raptors,210.5,4.5,110,-130,210,-2
2018-19-1226,Brooklyn Nets,Charlotte Bobcats,220.5,1,-120,100,266,2
2018-19-1226,Memphis Grizzlies,Cleveland Cavaliers,196.5,10,-550,400,182,8
2018-19-1226,Chicago Bulls,Minnesota Timberwolves,209.5,5,155,-185,213,-25
2018-19-1226,Dallas Mavericks,New Orleans Pelicans,228.5,1.5,-130,110,241,3
2018-19-1226,San Antonio Spurs,Denver Nuggets,213.5,3,-180,150,214,8
2018-19-1226,Los Angeles Clippers,Sacramento Kings,236.5,5,-200,170,245,9
2018-19-1227,Houston Rockets,Boston Celtics,218.5,1,125,-145,240,14
2018-19-1227,Milwaukee Bucks,New York Knicks,224,14,-1800,950,208,16
2018-19-1227,Sacramento Kings,Los Angeles Lakers,229.5,3.5,-185,155,233,1
2018-19-1227,Golden State Warriors,Portland Trail Blazers,228,9,-450,350,219,-1
2018-19-1227,Utah Jazz,Philadelphia 76ers,217.5,4,-200,170,211,-17
2018-19-1228,Charlotte Bobcats,Brooklyn Nets,221,4.5,-200,170,187,13
2018-19-1228,Indiana Pacers,Detroit Pistons,206,7,-300,240,213,37
2018-19-1228,Orlando Magic,Toronto Raptors,208,6.5,170,-200,203,29
2018-19-1228,Washington Wizards,Chicago Bulls,216.5,4.5,-200,170,193,-9
2018-19-1228,Miami Heat,Cleveland Cavaliers,202,9.5,-650,450,212,24
2018-19-1228,New Orleans Pelicans,Dallas Mavericks,230,3.5,-175,148,226,2
2018-19-1228,Minnesota Timberwolves,Atlanta Hawks,230,10,-500,375,243,-3
2018-19-1228,Denver Nuggets,San Antonio Spurs,215.5,2,-190,160,201,3
2018-19-1228,Phoenix Suns,Oklahoma City Thunder,223,7.5,160,-190,220,-16
2018-19-1228,Los Angeles Lakers,Los Angeles Clippers,229,6,250,-310,225,-11
2018-19-1229,Milwaukee Bucks,Brooklyn Nets,223,11,-700,500,244,14
2018-19-1229,New Orleans Pelicans,Houston Rockets,229,1,140,-160,212,-4
2018-19-1229,Washington Wizards,Charlotte Bobcats,223,2.5,145,-170,256,4
2018-19-1229,Atlanta Hawks,Cleveland Cavaliers,218.5,3,-180,150,219,3
2018-19-1229,Memphis Grizzlies,Boston Celtics,199.5,3,145,-170,215,-9
2018-19-1229,Utah Jazz,New York Knicks,214,14,-1100,700,226,32
2018-19-1229,Phoenix Suns,Denver Nuggets,217.5,5,175,-210,240,-4
2018-19-1229,Portland Trail Blazers,Golden State Warriors,223.5,3.5,185,-230,220,-10
2018-19-1229,Los Angeles Clippers,San Antonio Spurs,227.5,2,-140,120,233,-11
2018-19-1230,Orlando Magic,Detroit Pistons,204,2,-125,105,216,2
2018-19-1230,Miami Heat,Minnesota Timberwolves,211,3,-165,142,217,-9
2018-19-1230,Toronto Raptors,Chicago Bulls,207.5,10.5,-800,550,184,6
2018-19-1230,Dallas Mavericks,Oklahoma City Thunder,222.5,2.5,120,-140,208,2
2018-19-1230,Portland Trail Blazers,Philadelphia 76ers,221.5,1,-155,135,224,34
2018-19-1230,Los Angeles Lakers,Sacramento Kings,231.5,1.5,-130,110,235,7
2018-19-1231,Indiana Pacers,Atlanta Hawks,220.5,11,-1400,800,224,8
2018-19-1231,Charlotte Bobcats,Orlando Magic,210,7.5,-380,290,225,25
2018-19-1231,San Antonio Spurs,Boston Celtics,220,0,-105,-115,231,9
2018-19-1231,Houston Rockets,Memphis Grizzlies,199.5,5.5,-190,160,214,12
2018-19-1231,Oklahoma City Thunder,Dallas Mavericks,222.5,7.5,-340,270,224,20
2018-19-1231,New Orleans Pelicans,Minnesota Timberwolves,232,4.5,-120,100,237,9
2018-19-1231,Phoenix Suns,Golden State Warriors,227.5,10,450,-650,241,-23
2018-19-0101,Toronto Raptors,Utah Jazz,212,3,-115,-105,238,6
2018-19-0101,Milwaukee Bucks,Detroit Pistons,218,10,-600,425,219,23
2018-19-0101,Denver Nuggets,New York Knicks,217.5,13.5,-1400,800,223,7
2018-19-0101,Sacramento Kings,Portland Trail Blazers,230,1.5,100,-120,221,-5
2018-19-0101,Los Angeles Clippers,Philadelphia 76ers,234,3,105,-125,232,-6
2018-19-0102,Cleveland Cavaliers,Miami Heat,204.5,6.5,185,-230,209,-25
2018-19-0102,Washington Wizards,Atlanta Hawks,229,4,-260,210,212,16
2018-19-0102,Charlotte Bobcats,Dallas Mavericks,220,3,-125,105,206,-38
2018-19-0102,Brooklyn Nets,New Orleans Pelicans,230.5,1,105,-125,247,5
2018-19-0102,Boston Celtics,Minnesota Timberwolves,221.5,6,-280,230,217,13
2018-19-0102,Memphis Grizzlies,Detroit Pistons,199,5,-260,210,195,-7
2018-19-0102,Chicago Bulls,Orlando Magic,199.5,2.5,100,-120,196,-28
2018-19-0102,Phoenix Suns,Philadelphia 76ers,228.5,6,145,-170,259,-5
2018-19-0102,Los Angeles Lakers,Oklahoma City Thunder,230,6,190,-240,207,-7
2018-19-0103,San Antonio Spurs,Toronto Raptors,216.5,1.5,-160,140,232,18
2018-19-0103,Sacramento Kings,Denver Nuggets,227.5,2.5,145,-170,230,-4
2018-19-0103,Golden State Warriors,Houston Rockets,225.5,8,-420,320,269,-1
2018-19-0104,Boston Celtics,Dallas Mavericks,217,5.5,-180,150,207,21
2018-19-0104,Cleveland Cavaliers,Utah Jazz,208,10,400,-550,208,-26
2018-19-0104,Memphis Grizzlies,Brooklyn Nets,204,3,-180,150,209,-9
2018-19-0104,Miami Heat,Washington Wizards,214.5,7,-290,235,224,6
2018-19-0104,Minnesota Timberwolves,Orlando Magic,212,6,-180,150,223,17
2018-19-0104,Chicago Bulls,Indiana Pacers,201.5,6,240,-300,235,-3
2018-19-0104,Milwaukee Bucks,Atlanta Hawks,230.5,13.5,-1600,900,256,32
2018-19-0104,Phoenix Suns,Los Angeles Clippers,233,4.5,175,-210,232,-10
2018-19-0104,Los Angeles Lakers,New York Knicks,224,7,-250,200,231,-7
2018-19-0104,Portland Trail Blazers,Oklahoma City Thunder,223.5,0,-110,-110,220,-2
2018-19-0105,Denver Nuggets,Charlotte Bobcats,219.5,8,-500,375,233,13
2018-19-0105,Detroit Pistons,Utah Jazz,208,1.5,150,-180,215,-5
2018-19-0105,Philadelphia 76ers,Dallas Mavericks,226.5,6.5,-275,225,206,6
2018-19-0105,Cleveland Cavaliers,New Orleans Pelicans,222.5,8.5,400,-550,231,-35
2018-19-0105,Milwaukee Bucks,Toronto Raptors,222.5,5.5,-240,190,239,-7
2018-19-0105,San Antonio Spurs,Memphis Grizzlies,205,8.5,-420,320,196,20
2018-19-0105,Portland Trail Blazers,Houston Rockets,216.5,1.5,-135,115,211,9
2018-19-0105,Sacramento Kings,Golden State Warriors,238.5,8.5,290,-380,250,-4
2018-19-0106,Chicago Bulls,Brooklyn Nets,208,2.5,110,-130,217,-17
2018-19-0106,Los Angeles Clippers,Orlando Magic,220.5,7.5,-300,240,202,10
2018-19-0106,Minnesota Timberwolves,Los Angeles Lakers,222,7,-400,300,194,22
2018-19-0106,Atlanta Hawks,Miami Heat,221.5,5,240,-300,188,24
2018-19-0106,Oklahoma City Thunder,Washington Wizards,226,10.5,-700,500,214,-18
2018-19-0106,Toronto Raptors,Indiana Pacers,213,2,-110,-110,226,16
2018-19-0106,Phoenix Suns,Charlotte Bobcats,224,2.5,-120,100,232,-6
2018-19-0107,Detroit Pistons,San Antonio Spurs,213.5,3.5,130,-150,226,-12
2018-19-0107,Boston Celtics,Brooklyn Nets,218.5,10.5,-700,500,211,21
2018-19-0107,New Orleans Pelicans,Memphis Grizzlies,212.5,5.5,-200,170,209,19
2018-19-0107,Milwaukee Bucks,Utah Jazz,221.5,5.5,-230,185,216,12
2018-19-0107,Houston Rockets,Denver Nuggets,215,1,-120,100,238,12
2018-19-0107,Dallas Mavericks,Los Angeles Lakers,222.5,8,-310,250,204,-10
2018-19-0107,Sacramento Kings,Orlando Magic,224,5,-190,160,206,16
2018-19-0107,Portland Trail Blazers,New York Knicks,220.5,12,-800,550,212,10
2018-19-0108,Philadelphia 76ers,Washington Wizards,227.5,8.5,-400,300,247,17
2018-19-0108,Cleveland Cavaliers,Indiana Pacers,207,9.5,425,-600,238,-8
2018-19-0108,Toronto Raptors,Atlanta Hawks,228.5,15,-1400,800,205,3
2018-19-0108,Miami Heat,Denver Nuggets,209.5,1,-130,110,202,-4
2018-19-0108,Oklahoma City Thunder,Minnesota Timberwolves,223.5,7.5,-400,300,236,-2
2018-19-0108,Phoenix Suns,Sacramento Kings,232,3,150,-180,226,4
2018-19-0108,Golden State Warriors,New York Knicks,230,16.5,-6000,1600,217,27
2018-19-0108,Los Angeles Clippers,Charlotte Bobcats,230,5,-275,225,237,19
2018-19-0109,Washington Wizards,Philadelphia 76ers,226,2.5,145,-170,229,17
2018-19-0109,Boston Celtics,Indiana Pacers,212.5,6.5,-310,250,243,27
2018-19-0109,Brooklyn Nets,Atlanta Hawks,227,8,-400,300,216,16
2018-19-0109,Houston Rockets,Milwaukee Bucks,225.5,0,105,-125,225,-7
2018-19-0109,Memphis Grizzlies,San Antonio Spurs,204,3.5,130,-150,182,10
2018-19-0109,New Orleans Pelicans,Cleveland Cavaliers,221.5,13.5,-1800,950,264,16
2018-19-0109,Dallas Mavericks,Phoenix Suns,221,9,-800,550,198,10
2018-19-0109,Utah Jazz,Orlando Magic,206.5,9,-550,400,199,13
2018-19-0109,Portland Trail Blazers,Chicago Bulls,205.5,10,-600,425,236,12
2018-19-0109,Los Angeles Lakers,Detroit Pistons,218,2,-125,105,213,13
2018-19-0110,Miami Heat,Boston Celtics,209.5,1.5,135,-155,214,16
2018-19-0110,Denver Nuggets,Los Angeles Clippers,226,5.5,-230,185,221,21
2018-19-0110,San Antonio Spurs,Oklahoma City Thunder,224.5,1,105,-125,301,7
2018-19-0110,Sacramento Kings,Detroit Pistons,224.5,5,-360,280,214,10
2018-19-0111,Washington Wizards,Milwaukee Bucks,231,7.5,115,-135,219,7
2018-19-0111,Philadelphia 76ers,Atlanta Hawks,231.5,12.5,-650,450,244,-2
2018-19-0111,New York Knicks,Indiana Pacers,218.5,8,300,-400,227,-15
2018-19-0111,Toronto Raptors,Brooklyn Nets,219.5,10.5,-650,450,227,17
2018-19-0111,Houston Rockets,Cleveland Cavaliers,217.5,14.5,-1600,900,254,28
2018-19-0111,Minnesota Timberwolves,Dallas Mavericks,221,4.5,-190,160,234,-4
2018-19-0111,Utah Jazz,Los Angeles Lakers,217,10,-400,300,208,18
2018-19-0111,Portland Trail Blazers,Charlotte Bobcats,223,6.5,-270,220,223,31
2018-19-0111,Golden State Warriors,Chicago Bulls,221.5,15.5,-2500,1100,255,37
2018-19-0112,Los Angeles Clippers,Detroit Pistons,221,7.5,-330,260,213,-5
2018-19-0112,Miami Heat,Memphis Grizzlies,196.5,4.5,-170,145,220,4
2018-19-0112,Orlando Magic,Boston Celtics,210,7,275,-350,208,2
