datetime,HomeTeamProb,AwayTeamProb,AwayTeam,HomeTeam,HomeTeamHasWon,ConsensusHomeMoneyLine,ConsensusAwayMoneyLine
2019-02-10,0.7991309230777058,0.20086907692229414,LAL,PHI,True,-265.0,245.0
2019-02-10,0.8514850149065797,0.14851498509342032,PHO,SAC,True,-410.0,365.0
2019-02-10,0.5060746946327804,0.4939253053672196,ORL,ATL,False,103.0,-113.0
2019-02-10,0.8856001311851439,0.11439986881485607,MIA,GSW,True,-1150.0,950.0
2019-02-11,0.7700596982342311,0.22994030176576885,CHO,IND,True,-210.0,190.0
2019-02-11,0.6761209391119526,0.3238790608880474,NYK,CLE,True,-112.0,102.0
2019-02-11,0.6387394825527197,0.36126051744728027,WAS,DET,True,-240.0,220.0
2019-02-11,0.8436248230241935,0.1563751769758065,BRK,TOR,True,-550.0,468.0
2019-02-11,0.7741414233064565,0.2258585766935435,DAL,HOU,True,-675.0,550.0
2019-02-11,0.616543596533522,0.38345640346647797,LAC,MIN,True,-167.0,157.0
2019-02-11,0.7049027181587815,0.2950972818412185,POR,OKC,True,-175.0,165.0
2019-02-11,0.18469953196344446,0.8153004680365554,MIL,CHI,False,575.0,-710.0
2019-02-11,0.7794091944135987,0.22059080558640126,MIA,DEN,True,-445.0,395.0
2019-02-12,0.4932367756139031,0.5067632243860969,LAL,ATL,True,200.0,-220.0
2019-02-12,0.4379326436693341,0.5620673563306661,SAS,MEM,False,260.0,-290.0
2019-02-12,0.6613109168382517,0.3386890831617483,ORL,NOP,False,-185.0,170.0
2019-02-12,0.6818276479827489,0.31817235201725114,BOS,PHI,False,-270.0,248.0
2019-02-12,0.785522835026421,0.21447716497357905,UTA,GSW,True,-400.0,355.0
2019-02-13,0.3902673783043897,0.6097326216956103,BRK,CLE,False,260.0,-290.0
2019-02-13,0.5162984670658385,0.4837015329341615,MIL,IND,False,167.0,-178.0
2019-02-13,0.7822633038221752,0.2177366961778248,DET,BOS,True,-160.0,150.0
2019-02-13,0.1741284253864284,0.8258715746135716,PHI,NYK,False,415.0,-470.0
2019-02-13,0.8386438686978862,0.1613561313021138,WAS,TOR,True,-440.0,390.0
2019-02-13,0.5302011754355501,0.4697988245644499,MEM,CHI,True,-118.0,108.0
2019-02-13,0.487058040749705,0.5129419592502951,HOU,MIN,True,160.0,-170.0
2019-02-13,0.6908486573152635,0.3091513426847365,MIA,DAL,False,-150.0,140.0
